,Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,DewPointcl,Trange,SatT
2066,1,2012-08-22,85.0,54.0,70.0,-1.0,52.0,60.0,0.0,5.0,0506,1843, ,0.0,0.0,0.0,29.35,30.07,5.5,19,5.8,0,31.0,18.0
2068,1,2012-08-23,92.0,64.0,78.0,7.0,56.0,64.0,0.0,13.0,0508,1842,RA,0.0,0.0,0.03,29.33,30.04,7.6,18,8.1,0,28.0,22.0
2070,1,2012-08-24,94.0,64.0,79.0,8.0,57.0,66.0,0.0,14.0,0509,1840, ,0.0,0.0,0.0,29.28,29.99,8.2,19,8.8,0,30.0,22.0
2072,1,2012-08-25,93.0,66.0,80.0,10.0,57.0,66.0,0.0,15.0,0510,1839, ,0.0,0.0,0.0,29.29,30.01,7.4,18,7.9,0,27.0,23.0
2074,1,2012-08-26,79.0,66.0,73.0,3.0,67.0,68.0,0.0,8.0,0511,1837,RA BR,0.0,0.0,0.57,29.29,30.01,6.1,18,7.1,1,13.0,6.0
2076,1,2012-08-27,88.0,66.0,77.0,7.0,61.0,67.0,0.0,12.0,0512,1835,BR,0.0,0.0,0.0,29.33,30.03,4.6,1,6.0,0,22.0,16.0
2078,1,2012-08-28,86.0,63.0,75.0,5.0,61.0,65.0,0.0,10.0,0513,1834, ,0.0,0.0,0.0,29.37,30.08,3.6,7,5.2,0,23.0,14.0
2080,1,2012-08-29,84.0,65.0,75.0,5.0,59.0,65.0,0.0,10.0,0514,1832, ,0.0,0.0,0.0,29.33,30.05,4.8,13,5.8,0,19.0,16.0
2082,1,2012-08-30,90.0,64.0,77.0,7.0,59.0,66.0,0.0,12.0,0515,1831, ,0.0,0.0,0.0,29.28,29.99,10.2,20,10.5,0,26.0,18.0
2084,1,2012-08-31,92.0,71.0,82.0,13.0,64.0,70.0,0.0,17.0,0516,1829, ,0.0,0.0,0.0,29.32,30.02,4.9,24,10.4,0,21.0,18.0
2086,1,2012-09-01,75.0,71.0,73.0,5.0,66.0,69.0,0.0,8.0,0517,1827,RA,0.0,0.0,0.1,29.29,30.01,12.1,5,11.9,1,4.0,7.0
2088,1,2012-09-02,82.0,73.0,78.0,10.0,69.0,71.0,0.0,13.0,0518,1826, ,0.0,0.0,0.1,29.19,29.91,10.4,6,10.7,1,9.0,9.0
2090,1,2012-09-03,88.0,71.0,80.0,12.0,70.0,73.0,0.0,15.0,0519,1824,BR,0.0,0.0,0.0,29.17,,4.6,6,4.4,1,17.0,10.0
2092,1,2012-09-04,90.0,66.0,78.0,10.0,69.0,72.0,0.0,13.0,0520,1822,TSRA RA BR,0.0,0.0,0.64,29.13,29.86,2.8,7,8.6,1,24.0,9.0
2094,1,2012-09-05,86.0,63.0,75.0,8.0,64.0,68.0,0.0,10.0,0521,1821,RA,0.0,0.0,0.16,29.11,29.8,3.3,23,7.1,0,23.0,11.0
2096,1,2012-09-06,86.0,68.0,77.0,10.0,61.0,67.0,0.0,12.0,0522,1819, ,0.0,0.0,0.0,29.18,29.89,3.2,34,6.6,0,18.0,16.0
2098,1,2012-09-07,78.0,59.0,69.0,2.0,60.0,64.0,0.0,4.0,0523,1817,RA BR,0.0,0.0,0.06,29.11,29.82,4.7,34,9.6,0,19.0,9.0
2100,1,2012-09-08,73.0,54.0,64.0,-2.0,50.0,56.0,1.0,0.0,0524,1815,RA,0.0,0.0,0.28,29.14,29.86,9.5,31,11.6,0,19.0,14.0
2102,1,2012-09-09,72.0,55.0,64.0,-2.0,51.0,56.0,1.0,0.0,0525,1814, ,0.0,0.0,0.0,29.35,30.04,8.1,35,9.4,0,17.0,13.0
2104,1,2012-09-10,75.0,52.0,64.0,-2.0,50.0,56.0,1.0,0.0,0526,1812, ,0.0,0.0,0.0,29.42,30.14,5.9,19,6.5,0,23.0,14.0
2106,1,2012-09-11,83.0,52.0,68.0,3.0,53.0,60.0,0.0,3.0,0527,1810, ,0.0,0.0,0.0,29.38,30.1,11.1,20,11.5,0,31.0,15.0
2108,1,2012-09-12,86.0,63.0,75.0,10.0,56.0,63.0,0.0,10.0,0528,1809, ,0.0,0.0,0.0,29.4,30.11,10.0,21,10.3,0,23.0,19.0
2110,1,2012-09-13,71.0,54.0,63.0,-2.0,53.0,57.0,2.0,0.0,0529,1807,RA,0.0,0.0,0.19,29.54,30.25,8.7,36,10.0,0,17.0,10.0
2112,1,2012-09-14,76.0,51.0,64.0,0.0,46.0,54.0,1.0,0.0,0530,1805, ,0.0,0.0,0.0,29.57,30.29,6.6,30,7.7,0,25.0,18.0
2114,1,2012-09-15,79.0,50.0,65.0,1.0,46.0,55.0,0.0,0.0,0531,1803, ,0.0,0.0,0.0,29.47,30.21,1.7,17,4.0,0,29.0,19.0
2116,1,2012-09-16,77.0,49.0,63.0,-1.0,47.0,55.0,2.0,0.0,0532,1760, ,0.0,0.0,0.0,29.3,30.04,4.7,22,5.0,0,28.0,16.0
2118,1,2012-09-17,78.0,55.0,67.0,3.0,56.0,59.0,0.0,2.0,0533,1758,TSRA RA BR,0.0,0.0,0.26,29.1,29.84,4.8,26,9.0,0,23.0,11.0
2120,1,2012-09-18,63.0,47.0,55.0,-9.0,39.0,47.0,10.0,0.0,0535,1756, ,0.0,0.0,0.1,29.21,29.92,11.8,33,12.2,0,16.0,16.0
2122,1,2012-09-19,73.0,41.0,57.0,-6.0,40.0,50.0,8.0,0.0,0536,1755, ,0.0,0.0,0.0,29.19,29.93,15.9,20,16.1,0,32.0,17.0
2124,1,2012-09-20,72.0,51.0,62.0,0.0,39.0,50.0,3.0,0.0,0537,1753, ,0.0,0.0,0.0,29.16,29.89,8.4,28,8.9,0,21.0,23.0
2126,1,2012-09-21,60.0,48.0,54.0,-8.0,46.0,50.0,11.0,0.0,0538,1751,RA,0.0,0.0,0.15,29.13,29.86,1.9,29,6.6,0,12.0,8.0
2128,1,2012-09-22,59.0,44.0,52.0,-10.0,41.0,46.0,13.0,0.0,0539,1749,RA,0.0,0.0,0.02,29.29,29.99,10.3,29,11.0,0,15.0,11.0
2130,1,2012-09-23,61.0,40.0,51.0,-10.0,35.0,43.0,14.0,0.0,0540,1748, ,0.0,0.0,0.0,29.49,30.21,6.2,30,6.6,0,21.0,16.0
2132,1,2012-09-24,70.0,37.0,54.0,-7.0,34.0,46.0,11.0,0.0,0541,1746, ,0.0,0.0,0.0,29.28,30.05,11.3,23,11.5,0,33.0,20.0
2134,1,2012-09-25,77.0,49.0,63.0,2.0,52.0,57.0,2.0,0.0,0542,1744, ,0.0,0.0,0.0,29.13,29.86,8.6,21,9.1,0,28.0,11.0
2136,1,2012-09-26,68.0,53.0,61.0,1.0,50.0,54.0,4.0,0.0,0543,1742, ,0.0,0.0,0.0,29.34,30.03,9.4,3,9.8,0,15.0,11.0
2138,1,2012-09-27,65.0,46.0,56.0,-4.0,46.0,51.0,9.0,0.0,0544,1741, ,0.0,0.0,0.0,29.44,30.16,8.3,36,9.0,0,19.0,10.0
2140,1,2012-09-28,67.0,50.0,59.0,0.0,48.0,52.0,6.0,0.0,0545,1739,RA,0.0,0.0,0.1,29.4,30.13,7.5,1,8.9,0,17.0,11.0
2142,1,2012-09-29,79.0,48.0,64.0,5.0,46.0,53.0,1.0,0.0,0546,1737, ,0.0,0.0,0.0,29.29,30.03,2.4,34,5.9,0,31.0,18.0
2144,1,2012-09-30,66.0,50.0,58.0,-1.0,46.0,51.0,7.0,0.0,0547,1735, ,0.0,0.0,0.0,29.23,29.96,7.2,3,8.1,0,16.0,12.0
2146,1,2012-10-01,66.0,47.0,57.0,-1.0,46.0,52.0,8.0,0.0,0548,1734, ,0.0,0.0,0.0,29.13,29.87,3.8,6,4.8,0,19.0,11.0
2148,1,2012-10-02,69.0,53.0,61.0,3.0,50.0,55.0,4.0,0.0,0549,1732, ,0.0,0.0,0.0,29.15,29.86,9.6,3,9.9,0,16.0,11.0
2150,1,2012-10-03,63.0,59.0,61.0,4.0,59.0,60.0,4.0,0.0,0550,1730,RA DZ BR,0.0,0.0,0.26,29.23,29.94,2.8,22,4.8,0,4.0,2.0
2152,1,2012-10-04,77.0,48.0,63.0,6.0,52.0,56.0,2.0,0.0,0552,1729,RA,0.0,0.0,0.12,29.31,30.02,10.1,24,11.7,0,29.0,11.0
2154,1,2012-10-05,50.0,39.0,45.0,-12.0,31.0,40.0,20.0,0.0,0553,1727, ,0.0,0.0,0.0,29.36,30.09,8.4,28,8.9,0,11.0,14.0
2156,1,2012-10-06,50.0,34.0,42.0,-14.0,28.0,37.0,23.0,0.0,0554,1725, ,0.0,0.0,0.0,29.41,30.13,9.5,30,9.8,0,16.0,14.0
2158,1,2012-10-07,51.0,36.0,44.0,-12.0,24.0,36.0,21.0,0.0,0555,1724, ,0.0,0.0,0.0,29.41,30.14,6.1,28,7.6,0,15.0,20.0
2160,1,2012-10-08,60.0,32.0,46.0,-10.0,29.0,40.0,19.0,0.0,0556,1722, ,0.0,0.0,0.0,29.32,30.07,13.9,20,13.8,0,28.0,17.0
2162,1,2012-10-09,65.0,42.0,54.0,-1.0,38.0,45.0,11.0,0.0,0557,1720,RA BR,0.0,0.0,0.17,29.15,29.9,13.1,22,16.7,0,23.0,16.0
2164,1,2012-10-10,51.0,35.0,43.0,-12.0,31.0,38.0,22.0,0.0,0558,1719, ,0.0,0.0,0.0,29.36,30.08,12.1,28,12.7,0,16.0,12.0
2166,1,2012-10-11,67.0,35.0,51.0,-3.0,35.0,44.0,14.0,0.0,0559,1717,RA,0.0,0.0,0.02,29.4,30.11,9.0,23,15.0,0,32.0,16.0
2168,1,2012-10-12,53.0,37.0,45.0,-9.0,32.0,40.0,20.0,0.0,0600,1715, ,0.0,0.0,0.1,29.61,30.35,6.1,7,10.6,0,16.0,13.0
2170,1,2012-10-13,67.0,44.0,56.0,3.0,52.0,54.0,9.0,0.0,0602,1714,RA DZ BR,0.0,0.0,0.21,29.18,29.95,11.9,20,12.6,0,23.0,4.0
2172,1,2012-10-14,71.0,48.0,60.0,7.0,55.0,57.0,5.0,0.0,0603,1712,TSRA RA BR,0.0,0.0,0.77,28.89,29.62,10.8,24,15.6,0,23.0,5.0
2174,1,2012-10-15,60.0,41.0,51.0,-2.0,41.0,46.0,14.0,0.0,0604,1711, ,0.0,0.0,0.0,29.21,29.89,5.4,32,9.0,0,19.0,10.0
2176,1,2012-10-16,70.0,40.0,55.0,3.0,45.0,51.0,10.0,0.0,0605,1709, ,0.0,0.0,0.0,28.97,29.72,14.0,18,14.4,0,30.0,10.0
2178,1,2012-10-17,68.0,54.0,61.0,9.0,52.0,56.0,4.0,0.0,0606,1707,RA BR,0.0,0.0,0.51,28.71,29.45,15.6,19,17.7,0,14.0,9.0
2180,1,2012-10-18,54.0,45.0,50.0,-1.0,41.0,45.0,15.0,0.0,0607,1706,RA,0.0,0.0,0.07,28.71,29.43,13.7,22,15.1,0,9.0,9.0
2182,1,2012-10-19,52.0,43.0,48.0,-3.0,43.0,45.0,17.0,0.0,0608,1704,RA DZ,0.0,0.0,0.02,28.81,29.51,4.2,26,7.0,0,9.0,5.0
2184,1,2012-10-20,59.0,39.0,49.0,-1.0,40.0,44.0,16.0,0.0,0610,1703, ,0.0,0.0,0.0,29.1,29.8,6.9,27,7.2,0,20.0,9.0
2186,1,2012-10-21,68.0,37.0,53.0,3.0,45.0,49.0,12.0,0.0,0611,1701, ,0.0,0.0,0.0,29.25,29.97,6.2,16,6.5,0,31.0,8.0
2188,1,2012-10-22,65.0,49.0,57.0,7.0,56.0,57.0,8.0,0.0,0612,1660,TSRA RA BR,0.0,0.0,0.81,29.18,29.92,4.0,20,6.5,0,16.0,1.0
2190,1,2012-10-23,70.0,57.0,64.0,15.0,60.0,61.0,1.0,0.0,0613,1658,RA BR,0.0,0.0,0.06,29.18,29.9,4.4,16,7.0,0,13.0,4.0
2192,1,2012-10-24,78.0,58.0,68.0,19.0,62.0,65.0,0.0,3.0,0614,1657, ,0.0,0.0,0.0,29.15,29.88,11.5,19,11.2,0,20.0,6.0
2194,1,2012-10-25,75.0,45.0,60.0,12.0,56.0,59.0,5.0,0.0,0616,1656,RA,0.0,0.0,0.13,29.11,29.81,11.8,22,17.6,0,30.0,4.0
2196,1,2012-10-26,51.0,37.0,44.0,-4.0,30.0,39.0,21.0,0.0,0617,1654, ,0.0,0.0,0.0,29.54,30.25,8.9,34,9.7,0,14.0,14.0
2198,1,2012-10-27,48.0,34.0,41.0,-7.0,27.0,36.0,24.0,0.0,0618,1653, ,0.0,0.0,0.0,29.54,30.28,9.6,36,10.5,0,14.0,14.0
2200,1,2012-10-28,49.0,38.0,44.0,-3.0,30.0,38.0,21.0,0.0,0619,1651, ,0.0,0.0,0.0,29.52,30.27,12.8,1,13.6,0,11.0,14.0
2202,1,2012-10-29,51.0,36.0,44.0,-3.0,30.0,38.0,21.0,0.0,0620,1650, ,0.0,0.0,0.0,29.43,30.2,14.3,36,15.0,0,15.0,14.0
2204,1,2012-10-30,48.0,39.0,44.0,-2.0,26.0,36.0,21.0,0.0,0622,1649, ,0.0,0.0,0.0,29.08,29.85,19.4,35,18.5,0,9.0,18.0
2206,1,2012-10-31,50.0,34.0,42.0,-4.0,26.0,35.0,23.0,0.0,0623,1647, ,0.0,0.0,0.0,29.09,29.83,13.5,33,13.8,0,16.0,16.0
2208,1,2013-05-01,84.0,56.0,70.0,17.0,54.0,62.0,0.0,5.0,0448,1849, ,0.0,0.0,0.0,29.36,30.06,8.0,18,9.7,0,28.0,16.0
2210,1,2013-05-02,55.0,42.0,49.0,-5.0,41.0,45.0,16.0,0.0,0447,1850,RA,0.0,0.0,0.11,29.44,30.17,15.2,3,15.4,0,13.0,8.0
2212,1,2013-05-03,48.0,40.0,44.0,-10.0,42.0,43.0,21.0,0.0,0446,1851,RA BR,0.0,0.0,0.05,29.28,30.03,11.2,4,11.5,0,8.0,2.0
2214,1,2013-05-04,71.0,48.0,60.0,6.0,45.0,51.0,5.0,0.0,0444,1852, ,0.0,0.0,0.02,29.26,29.99,6.1,6,7.0,0,23.0,15.0
2216,1,2013-05-05,69.0,48.0,59.0,4.0,43.0,50.0,6.0,0.0,0443,1853,RA,0.0,0.0,0.1,29.28,30.0,8.8,3,9.3,0,21.0,16.0
2218,1,2013-05-06,71.0,50.0,61.0,6.0,39.0,49.0,4.0,0.0,0442,1855, ,0.0,0.0,0.1,29.28,30.0,7.5,3,8.0,0,21.0,22.0
2220,1,2013-05-07,75.0,48.0,62.0,7.0,41.0,52.0,3.0,0.0,0441,1856, ,0.0,0.0,0.0,29.28,30.0,4.7,5,5.8,0,27.0,21.0
2222,1,2013-05-08,79.0,48.0,64.0,8.0,43.0,54.0,1.0,0.0,0439,1857, ,0.0,0.0,0.0,29.26,29.98,3.7,7,5.1,0,31.0,21.0
2224,1,2013-05-09,75.0,46.0,61.0,5.0,50.0,54.0,4.0,0.0,0438,1858,RA,0.0,0.0,0.32,29.15,29.9,1.0,9,5.8,0,29.0,11.0
2226,1,2013-05-10,47.0,44.0,46.0,-10.0,43.0,45.0,19.0,0.0,0437,1859,RA DZ BR,0.0,0.0,0.13,29.18,29.91,9.4,36,10.0,0,3.0,3.0
2228,1,2013-05-11,60.0,43.0,52.0,-5.0,37.0,45.0,13.0,0.0,0436,1860, ,0.0,0.0,0.0,29.21,29.92,10.1,30,12.7,0,17.0,15.0
2230,1,2013-05-12,55.0,37.0,46.0,-11.0,29.0,39.0,19.0,0.0,0435,1901, ,0.0,0.0,0.0,29.35,30.08,7.8,32,11.2,0,18.0,17.0
2232,1,2013-05-13,64.0,36.0,50.0,-8.0,32.0,43.0,15.0,0.0,0434,1902, ,0.0,0.0,0.0,29.34,30.09,2.5,9,5.9,0,28.0,18.0
2234,1,2013-05-14,91.0,50.0,71.0,13.0,49.0,59.0,0.0,6.0,0433,1903, ,0.0,0.0,0.0,28.98,29.75,8.4,22,11.7,0,41.0,22.0
2236,1,2013-05-15,84.0,60.0,72.0,14.0,49.0,59.0,0.0,7.0,0432,1904, ,0.0,0.0,0.0,29.07,29.77,3.2,28,8.4,0,24.0,23.0
2238,1,2013-05-16,83.0,53.0,68.0,9.0,46.0,56.0,0.0,3.0,0431,1905, ,0.0,0.0,0.0,29.2,29.89,4.1,7,5.0,0,30.0,22.0
2240,1,2013-05-17,70.0,55.0,63.0,4.0,46.0,53.0,2.0,0.0,0430,1906, ,0.0,0.0,0.1,29.29,30.0,6.1,4,6.8,0,15.0,17.0
2242,1,2013-05-18,80.0,56.0,68.0,8.0,56.0,61.0,0.0,3.0,0429,1907, ,0.0,0.0,0.0,29.26,29.99,5.3,12,6.5,0,24.0,12.0
2244,1,2013-05-19,86.0,58.0,72.0,12.0,61.0,66.0,0.0,7.0,0428,1908,BR HZ,0.0,0.0,0.0,29.12,29.85,6.2,14,7.6,0,28.0,11.0
2246,1,2013-05-20,89.0,65.0,77.0,16.0,60.0,67.0,0.0,12.0,0427,1909,TSRA RA BR,0.0,0.0,1.09,29.03,29.73,12.6,22,13.7,0,24.0,17.0
2248,1,2013-05-21,81.0,64.0,73.0,12.0,63.0,66.0,0.0,8.0,0426,1910,RA BR,0.0,0.0,0.56,28.96,29.67,11.2,20,12.1,0,17.0,10.0
2250,1,2013-05-22,73.0,52.0,63.0,2.0,60.0,63.0,2.0,0.0,0425,1911,TS RA BR,0.0,0.0,1.35,28.97,29.66,4.5,25,7.4,0,21.0,3.0
2252,1,2013-05-23,54.0,42.0,48.0,-13.0,43.0,46.0,17.0,0.0,0425,1912,RA BR,0.0,0.0,0.06,29.38,30.05,14.5,2,14.8,0,12.0,5.0
2254,1,2013-05-24,57.0,41.0,49.0,-13.0,34.0,42.0,16.0,0.0,0424,1913, ,0.0,0.0,0.0,29.62,30.35,7.5,4,8.1,0,16.0,15.0
2256,1,2013-05-25,57.0,44.0,51.0,-11.0,37.0,44.0,14.0,0.0,0423,1914, ,0.0,0.0,0.0,29.59,30.34,4.7,5,5.1,0,13.0,14.0
2258,1,2013-05-26,68.0,44.0,56.0,-6.0,44.0,50.0,9.0,0.0,0422,1915,RA,0.0,0.0,0.02,29.47,30.22,5.5,9,7.4,0,24.0,12.0
2260,1,2013-05-27,62.0,53.0,58.0,-4.0,53.0,55.0,7.0,0.0,0422,1916,TSRA DZ BR HZ,0.0,0.0,0.23,29.21,29.97,8.5,9,9.1,0,9.0,5.0
2262,1,2013-05-28,76.0,56.0,66.0,3.0,64.0,66.0,0.0,1.0,0421,1916,TSRA RA BR,0.0,0.0,0.2,29.06,29.78,8.7,21,10.2,0,20.0,2.0
2264,1,2013-05-29,84.0,64.0,74.0,10.0,64.0,67.0,0.0,9.0,0421,1917, ,0.0,0.0,0.01,29.16,29.88,7.3,20,8.7,0,20.0,10.0
2266,1,2013-05-30,83.0,64.0,74.0,10.0,66.0,69.0,0.0,9.0,0420,1918,TSRA RA,0.0,0.0,0.51,29.13,29.85,13.4,19,14.6,1,19.0,8.0
2268,1,2013-05-31,77.0,64.0,71.0,7.0,65.0,67.0,0.0,6.0,0420,1919,RA BR,0.0,0.0,0.3,29.05,29.79,11.7,20,12.1,1,13.0,6.0
2270,1,2013-06-01,76.0,63.0,70.0,6.0,62.0,64.0,0.0,5.0,0419,1920,RA BR,0.0,0.0,0.56,28.98,29.69,13.1,22,13.0,0,13.0,8.0
2272,1,2013-06-02,63.0,43.0,53.0,-11.0,50.0,51.0,12.0,0.0,0419,1920,RA DZ BR,0.0,0.0,0.01,29.24,29.93,1.8,5,6.2,0,20.0,3.0
2274,1,2013-06-03,68.0,43.0,56.0,-8.0,43.0,50.0,9.0,0.0,0418,1921, ,0.0,0.0,0.0,29.34,30.06,3.7,12,4.8,0,25.0,13.0
2276,1,2013-06-04,72.0,50.0,61.0,-3.0,45.0,52.0,4.0,0.0,0418,1922, ,0.0,0.0,0.0,29.39,30.11,5.3,7,6.1,0,22.0,16.0
2278,1,2013-06-05,73.0,54.0,64.0,-1.0,49.0,54.0,1.0,0.0,0417,1923,RA,0.0,0.0,0.01,29.24,30.0,6.8,5,8.2,0,19.0,15.0
2280,1,2013-06-06,64.0,52.0,58.0,-8.0,50.0,53.0,7.0,0.0,0417,1923,RA,0.0,0.0,0.15,29.18,29.91,8.9,3,9.1,0,12.0,8.0
2282,1,2013-06-07,68.0,52.0,60.0,-6.0,45.0,52.0,5.0,0.0,0417,1924, ,0.0,0.0,0.1,29.2,29.92,9.5,3,9.9,0,16.0,15.0
2284,1,2013-06-08,74.0,49.0,62.0,-4.0,43.0,53.0,3.0,0.0,0417,1925, ,0.0,0.0,0.0,29.25,29.96,4.7,7,5.4,0,25.0,19.0
2286,1,2013-06-09,80.0,55.0,68.0,2.0,55.0,61.0,0.0,3.0,0416,1925,RA,0.0,0.0,0.01,29.15,29.88,6.0,15,8.9,0,25.0,13.0
2288,1,2013-06-10,76.0,60.0,68.0,1.0,63.0,65.0,0.0,3.0,0416,1926,TSRA RA BR HZ,0.0,0.0,0.26,29.08,29.79,2.7,4,4.3,0,16.0,5.0
2290,1,2013-06-11,83.0,60.0,72.0,5.0,62.0,67.0,0.0,7.0,0416,1926,RA BR,0.0,0.0,0.1,29.13,29.85,3.2,25,4.5,0,23.0,10.0
2292,1,2013-06-12,86.0,63.0,75.0,7.0,64.0,67.0,0.0,10.0,0416,1927,TS TSRA BR,0.0,0.0,0.75,29.0,29.74,3.1,8,8.0,0,23.0,11.0
2294,1,2013-06-13,73.0,58.0,66.0,-2.0,54.0,59.0,0.0,1.0,0416,1927,BR,0.0,0.0,0.0,29.23,29.92,11.7,3,12.2,0,15.0,12.0
2296,1,2013-06-14,78.0,56.0,67.0,-1.0,51.0,57.0,0.0,2.0,0416,1928, ,0.0,0.0,0.0,29.34,30.05,6.6,6,7.9,0,22.0,16.0
2298,1,2013-06-15,80.0,58.0,69.0,1.0,62.0,65.0,0.0,4.0,0416,1928,RA BR,0.0,0.0,0.17,29.21,29.95,5.6,21,7.7,0,22.0,7.0
2300,1,2013-06-16,86.0,69.0,78.0,9.0,62.0,67.0,0.0,13.0,0416,1929, ,0.0,0.0,0.0,29.16,29.88,8.3,27,9.2,0,17.0,16.0
2302,1,2013-06-17,88.0,59.0,74.0,5.0,55.0,63.0,0.0,9.0,0416,1929, ,0.0,0.0,0.03,29.18,29.89,3.9,29,8.1,0,29.0,19.0
2304,1,2013-06-18,71.0,56.0,64.0,-6.0,52.0,56.0,1.0,0.0,0416,1929,BR,0.0,0.0,0.0,29.31,30.01,11.4,3,11.6,0,15.0,12.0
2306,1,2013-06-19,75.0,53.0,64.0,-6.0,46.0,55.0,1.0,0.0,0416,1930, ,0.0,0.0,0.0,29.39,30.1,5.9,8,6.9,0,22.0,18.0
2308,1,2013-06-20,86.0,56.0,71.0,1.0,58.0,64.0,0.0,6.0,0416,1930, ,0.0,0.0,0.0,29.38,30.1,5.1,12,5.9,0,30.0,13.0
2310,1,2013-06-21,82.0,68.0,75.0,5.0,65.0,68.0,0.0,10.0,0416,1930,RA BR,0.0,0.1,0.79,29.34,30.04,7.4,19,9.5,1,14.0,10.0
2312,1,2013-06-22,80.0,67.0,74.0,4.0,67.0,69.0,0.0,9.0,0417,1931,RA,0.0,0.0,0.04,29.3,30.01,3.1,22,8.4,1,13.0,7.0
2314,1,2013-06-23,87.0,66.0,77.0,7.0,68.0,71.0,0.0,12.0,0417,1931,RA,0.0,0.0,0.84,29.26,29.97,10.7,20,11.5,1,21.0,9.0
2316,1,2013-06-24,89.0,67.0,78.0,7.0,67.0,69.0,0.0,13.0,0417,1931,BR,0.0,0.0,0.18,29.25,29.95,8.9,23,10.0,1,22.0,11.0
2318,1,2013-06-25,85.0,67.0,76.0,5.0,69.0,71.0,0.0,11.0,0417,1931,TSRA,0.0,0.0,0.03,29.13,29.86,4.5,19,6.9,1,18.0,7.0
2320,1,2013-06-26,80.0,66.0,73.0,2.0,67.0,68.0,0.0,8.0,0418,1931,TSRA RA BR,0.0,0.0,1.48,29.05,29.76,2.2,16,7.4,1,14.0,6.0
2322,1,2013-06-27,90.0,64.0,77.0,6.0,67.0,70.0,0.0,12.0,0418,1931,BR,0.0,0.1,0.92,29.01,29.73,7.2,29,7.2,1,26.0,10.0
2324,1,2013-06-28,83.0,67.0,75.0,4.0,61.0,66.0,0.0,10.0,0419,1931,RA,0.0,0.0,0.1,28.91,29.63,10.5,31,10.9,0,16.0,14.0
2326,1,2013-06-29,72.0,64.0,68.0,-3.0,59.0,62.0,0.0,3.0,0419,1931,BR,0.0,0.0,0.0,28.97,29.66,12.0,2,12.3,0,8.0,9.0
2328,1,2013-06-30,77.0,62.0,70.0,-2.0,52.0,59.0,0.0,5.0,0419,1931, ,0.0,0.0,0.0,29.2,29.88,13.8,2,13.9,0,15.0,18.0
2330,1,2013-07-01,75.0,59.0,67.0,-5.0,51.0,58.0,0.0,2.0,0420,1931, ,0.0,0.0,0.0,29.31,30.03,12.6,3,12.3,0,16.0,16.0
2332,1,2013-07-02,68.0,60.0,64.0,-8.0,52.0,57.0,1.0,0.0,0420,1931, ,0.0,0.0,0.1,29.33,30.05,11.0,3,11.2,0,8.0,12.0
2334,1,2013-07-03,72.0,59.0,66.0,-6.0,60.0,62.0,0.0,1.0,0421,1931,DZ BR HZ,0.0,0.0,0.02,29.32,30.04,2.2,2,5.3,0,13.0,6.0
2336,1,2013-07-04,83.0,56.0,70.0,-2.0,61.0,64.0,0.0,5.0,0422,1930,BR,0.0,0.0,0.0,29.34,30.05,4.4,20,5.1,0,27.0,9.0
2338,1,2013-07-05,86.0,60.0,73.0,1.0,61.0,66.0,0.0,8.0,0422,1930, ,0.0,0.0,0.0,29.33,30.04,3.7,19,4.8,0,26.0,12.0
2340,1,2013-07-06,83.0,65.0,74.0,2.0,65.0,68.0,0.0,9.0,0423,1930, ,0.0,0.0,0.0,29.29,30.01,4.1,19,4.5,1,18.0,9.0
2342,1,2013-07-07,88.0,70.0,79.0,7.0,67.0,71.0,0.0,14.0,0423,1930, ,0.0,0.0,0.0,29.26,29.97,6.6,21,6.8,1,18.0,12.0
2344,1,2013-07-08,86.0,70.0,78.0,5.0,71.0,74.0,0.0,13.0,0424,1929,TSRA RA BR,0.0,0.0,0.5,29.24,29.95,7.8,23,8.4,1,16.0,7.0
2346,1,2013-07-09,85.0,73.0,79.0,6.0,74.0,75.0,0.0,14.0,0425,1929,BR,0.0,0.0,0.1,29.19,29.91,6.9,23,7.3,1,12.0,5.0
2348,1,2013-07-10,85.0,66.0,76.0,3.0,65.0,70.0,0.0,11.0,0425,1929, ,0.0,0.0,0.0,29.2,29.89,6.0,34,8.3,1,19.0,11.0
2350,1,2013-07-11,81.0,64.0,73.0,0.0,54.0,62.0,0.0,8.0,0426,1928, ,0.0,0.0,0.0,29.36,30.06,6.5,3,7.4,0,17.0,19.0
2352,1,2013-07-12,83.0,58.0,71.0,-2.0,53.0,61.0,0.0,6.0,0427,1928, ,0.0,0.0,0.0,29.38,30.1,4.0,8,4.8,0,25.0,18.0
2354,1,2013-07-13,84.0,62.0,73.0,0.0,59.0,65.0,0.0,8.0,0428,1927, ,0.0,0.0,0.0,29.41,30.12,6.8,9,7.5,0,22.0,14.0
2356,1,2013-07-14,88.0,72.0,80.0,7.0,66.0,71.0,0.0,15.0,0428,1927, ,0.0,0.0,0.0,29.47,30.17,6.7,9,7.6,1,16.0,14.0
2358,1,2013-07-15,89.0,71.0,80.0,6.0,71.0,74.0,0.0,15.0,0429,1926, ,0.0,0.0,0.09,29.52,30.23,4.3,8,5.1,1,18.0,9.0
